# {"t_start": 1586826608.8441656, "env_id": "HalfCheetah-v2"} 
r,l,t
44.232103,1000,611.991158
146.20012,1000,614.173649
72.98992,1000,621.905648
104.037061,1000,624.116195
59.514919,1000,631.805328
163.445033,1000,633.991598
75.39366,1000,642.080489
123.122788,1000,644.29359
114.616369,1000,651.977796
163.628716,1000,654.174471
146.731066,1000,662.299633
151.062062,1000,664.504799
138.33632,1000,666.699912
173.378359,1000,674.29923
114.240561,1000,676.512196
157.38321,1000,684.365959
127.93288,1000,686.557302
176.512415,1000,694.482106
162.01318,1000,696.694775
194.398121,1000,704.411349
112.808799,1000,706.618341
259.259764,1000,714.681783
113.398311,1000,716.859094
243.287887,1000,724.714282
254.461615,1000,726.924556
247.27678,1000,734.964691
208.287142,1000,737.142586
122.109016,1000,745.115519
240.786883,1000,747.330286
278.309164,1000,755.224339
307.684265,1000,757.446482
278.130384,1000,765.2072
283.277732,1000,767.419744
319.464127,1000,775.326475
301.275959,1000,777.53254
231.151909,1000,785.469992
286.598094,1000,787.684441
342.550037,1000,795.723943
262.501369,1000,797.923369
342.290019,1000,805.851848
318.470304,1000,808.05943
306.248662,1000,816.123881
371.141423,1000,818.317257
354.328344,1000,826.127127
265.193952,1000,828.348427
331.821869,1000,836.112408
345.109031,1000,838.322172
344.288045,1000,846.229228
343.496611,1000,848.444749
327.732412,1000,856.205168
284.549801,1000,858.396893
413.173258,1000,866.5137
379.400538,1000,868.734097
439.939985,1000,876.657504
382.888838,1000,878.846302
428.080747,1000,881.043438
396.202538,1000,888.804609
344.574725,1000,891.024375
372.792388,1000,898.745788
401.212844,1000,900.936441
425.631295,1000,908.451289
481.267557,1000,910.638692
440.65486,1000,918.460068
310.244615,1000,920.653764
405.984371,1000,928.235478
407.648692,1000,930.446519
486.688763,1000,938.514437
442.021499,1000,940.692964
533.665321,1000,948.572291
485.735891,1000,950.773416
522.258651,1000,958.490658
520.263295,1000,960.676001
476.58532,1000,968.530957
542.906171,1000,970.730447
496.281476,1000,977.973144
432.890226,1000,980.1661
471.484921,1000,988.039379
527.677003,1000,990.22502
424.406854,1000,997.483243
538.840098,1000,999.664983
462.997262,1000,1007.596787
590.129742,1000,1009.785001
581.593286,1000,1017.39855
538.762271,1000,1019.584303
605.119786,1000,1027.443872
509.880611,1000,1029.606023
464.647664,1000,1037.251035
526.805332,1000,1039.437514
462.402834,1000,1046.62875
463.4169,1000,1048.788678
591.299139,1000,1056.458348
563.525893,1000,1058.650932
551.6504,1000,1065.638947
491.33691,1000,1067.832381
598.055327,1000,1075.791378
613.705869,1000,1077.96812
532.024465,1000,1085.336849
489.573308,1000,1087.521374
559.918286,1000,1089.693925
580.538852,1000,1097.526453
584.549049,1000,1099.692034
635.867401,1000,1107.38821
621.231013,1000,1109.587189
583.632743,1000,1116.97248
639.956935,1000,1119.135882
555.973726,1000,1126.854335
626.424955,1000,1129.0179
706.825608,1000,1136.074215
570.724029,1000,1138.227789
644.05945,1000,1146.050028
601.70891,1000,1148.218385
634.875876,1000,1155.080006
649.759083,1000,1157.236142
707.456018,1000,1165.059838
680.385873,1000,1167.208733
622.74793,1000,1174.210474
620.918506,1000,1176.381009
663.791227,1000,1184.144909
622.013583,1000,1186.301278
585.455215,1000,1193.675583
699.182048,1000,1195.854606
626.736116,1000,1203.411172
589.896236,1000,1205.567024
647.780934,1000,1213.251107
658.116641,1000,1215.417383
694.933209,1000,1222.584157
779.605314,1000,1224.729006
786.686465,1000,1232.498355
672.31237,1000,1234.66162
603.251859,1000,1241.507703
742.85369,1000,1243.661342
661.826622,1000,1251.512411
626.594247,1000,1253.674
667.021952,1000,1260.497116
757.548884,1000,1262.646891
725.60976,1000,1270.437571
687.496151,1000,1272.589233
622.643986,1000,1279.559453
745.172347,1000,1281.738761
703.5438,1000,1283.969892
688.113113,1000,1291.673149
709.738959,1000,1293.8049
679.987196,1000,1301.178331
705.023624,1000,1303.355226
772.631083,1000,1310.784403
719.038512,1000,1312.947845
702.378522,1000,1320.691651
673.58161,1000,1322.872705
763.592034,1000,1330.030466
757.267708,1000,1332.188411
823.899456,1000,1339.998722
749.295607,1000,1342.189986
803.699526,1000,1348.984542
777.26387,1000,1351.149993
822.679285,1000,1358.919141
675.873176,1000,1361.089985
782.173644,1000,1367.913574
734.03234,1000,1370.096153
831.080093,1000,1377.760707
739.35423,1000,1379.908105
829.66233,1000,1386.93348
669.967675,1000,1389.082857
829.302045,1000,1396.715348
771.841354,1000,1398.874331
774.083404,1000,1406.296519
887.998601,1000,1408.459853
899.148203,1000,1415.960199
761.209059,1000,1418.112875
803.726667,1000,1425.710124
754.570188,1000,1427.87241
703.746036,1000,1435.209702
654.549098,1000,1437.370644
813.32554,1000,1444.938169
815.990693,1000,1447.117222
857.431329,1000,1454.183689
840.009815,1000,1456.352468
899.957093,1000,1463.795462
781.476604,1000,1465.967738
802.580097,1000,1473.013168
679.662779,1000,1475.196305
797.390372,1000,1482.65609
783.327577,1000,1484.83736
795.282032,1000,1486.978228
757.260596,1000,1494.251704
826.600966,1000,1496.402267
812.221174,1000,1503.910736
737.353337,1000,1506.080945
851.908674,1000,1513.750226
816.560955,1000,1515.904961
800.312023,1000,1523.32727
799.160556,1000,1525.483289
872.718775,1000,1532.950607
761.62526,1000,1535.099844
753.85342,1000,1542.529979
862.211463,1000,1544.688774
842.89081,1000,1552.409899
808.694518,1000,1554.572513
848.097538,1000,1562.002182
798.658025,1000,1564.166242
864.0196,1000,1571.508466
907.256611,1000,1573.678961
793.761912,1000,1581.311144
926.54122,1000,1583.481362
882.543598,1000,1590.741149
884.81591,1000,1592.905324
843.260733,1000,1600.692968
895.706327,1000,1602.85841
913.385245,1000,1610.085137
916.519042,1000,1612.253559
869.857649,1000,1619.821601
913.773646,1000,1621.971557
894.988779,1000,1629.479061
896.068291,1000,1631.660602
938.460604,1000,1639.056113
890.836693,1000,1641.224321
819.518969,1000,1648.980008
870.158445,1000,1651.15176
919.83171,1000,1658.453444
972.396737,1000,1660.611367
867.1103,1000,1668.401906
954.321993,1000,1670.559356
926.802776,1000,1677.711965
898.564381,1000,1679.8775
956.191547,1000,1687.423448
922.40759,1000,1689.59604
923.099705,1000,1691.762784
973.126924,1000,1699.002429
933.483337,1000,1701.192351
947.458352,1000,1708.49278
983.751074,1000,1710.649289
952.458785,1000,1718.146078
912.683277,1000,1720.306395
958.930104,1000,1727.61811
895.179765,1000,1729.77659
957.555213,1000,1737.617775
917.878906,1000,1739.832301
1025.083894,1000,1747.482371
822.973777,1000,1749.657629
925.570039,1000,1757.443377
943.451167,1000,1759.591943
981.399853,1000,1766.997072
902.493921,1000,1769.28635
936.064432,1000,1777.088367
1004.410711,1000,1779.243556
970.301931,1000,1786.70598
995.757336,1000,1788.869398
964.516254,1000,1796.282646
1010.169463,1000,1798.449908
922.604458,1000,1805.856994
943.30159,1000,1808.032063
1028.105861,1000,1815.24955
1031.840587,1000,1817.408851
984.274369,1000,1825.101504
971.275391,1000,1827.259197
912.39456,1000,1834.631676
998.737337,1000,1836.798275
978.513941,1000,1844.540707
1018.66209,1000,1846.709804
813.113688,1000,1854.101573
956.852263,1000,1856.261276
922.160888,1000,1863.830512
988.997144,1000,1865.999726
1026.762699,1000,1873.396025
1015.09735,1000,1875.555549
959.146765,1000,1883.115726
983.767152,1000,1885.279879
957.363265,1000,1892.767343
958.373554,1000,1894.938751
1023.359547,1000,1897.112651
1013.397926,1000,1904.700038
978.451755,1000,1906.858342
935.216665,1000,1914.515462
962.402988,1000,1916.678616
924.612575,1000,1924.371404
993.3494,1000,1926.545434
903.469197,1000,1934.256501
1059.714883,1000,1936.42421
994.545582,1000,1944.059144
1032.468238,1000,1946.224091
999.994283,1000,1953.912429
922.100418,1000,1956.078418
1058.620655,1000,1963.643978
996.688655,1000,1965.808768
1048.808099,1000,1973.35939
1100.907825,1000,1975.525753
966.628993,1000,1983.079221
994.666171,1000,1985.251389
1017.147315,1000,1992.921863
1023.642683,1000,1995.089141
1043.376602,1000,2002.575753
1013.031046,1000,2004.739236
979.083529,1000,2012.423753
989.108577,1000,2014.586194
975.83628,1000,2022.237597
1021.271067,1000,2024.405404
1077.593306,1000,2032.088787
1030.759401,1000,2034.237211
1021.940677,1000,2041.796159
1022.464031,1000,2043.968327
1061.088918,1000,2051.457153
1049.882189,1000,2053.618551
1026.829852,1000,2061.092193
973.683936,1000,2063.270371
1086.344683,1000,2070.448421
971.644371,1000,2072.632737
981.516864,1000,2080.234652
1030.93737,1000,2082.396979
1038.714648,1000,2089.418173
1075.41809,1000,2091.608183
976.201359,1000,2099.348606
1002.665054,1000,2101.527683
1020.83629,1000,2103.68693
1077.432015,1000,2110.886907
1045.314158,1000,2113.043433
1066.345407,1000,2120.731818
971.236089,1000,2122.896289
1023.692441,1000,2130.233488
1029.200494,1000,2132.392443
1106.608253,1000,2139.658944
994.834301,1000,2141.809754
1093.794446,1000,2149.276222
983.65221,1000,2151.465033
1109.333592,1000,2158.433124
990.85836,1000,2160.594599
1084.489933,1000,2168.019796
1044.820242,1000,2170.181463
991.022915,1000,2176.883657
1102.692056,1000,2179.047167
1081.22954,1000,2186.501442
1110.448894,1000,2188.657301
1035.221673,1000,2195.323832
1038.255355,1000,2197.496026
1099.378514,1000,2204.957558
1084.098392,1000,2207.098734
1058.63294,1000,2213.881891
1034.240004,1000,2216.0356
1076.250257,1000,2223.620737
1101.086826,1000,2225.772753
1090.292639,1000,2233.048057
1050.699085,1000,2235.20523
1070.834595,1000,2242.846312
1075.827399,1000,2244.995863
1081.508934,1000,2252.358065
1080.488742,1000,2254.512602
1142.361728,1000,2261.742774
1128.956569,1000,2263.882632
1053.41718,1000,2271.006498
1005.069239,1000,2273.164074
1109.076695,1000,2280.085888
1148.194042,1000,2282.221359
1040.989936,1000,2289.441977
1123.147061,1000,2291.617711
1117.234387,1000,2298.378882
1115.848171,1000,2300.555309
1125.028851,1000,2302.713127
1136.408648,1000,2310.143916
1128.395872,1000,2312.301263
1034.858067,1000,2319.103667
1101.000447,1000,2321.249985
1097.10785,1000,2328.911296
1060.995183,1000,2331.075015
1085.963451,1000,2338.117566
1119.889041,1000,2340.277554
1121.917775,1000,2347.833032
1179.964472,1000,2349.986756
1151.830765,1000,2357.438487
1102.226271,1000,2359.586951
1090.41158,1000,2367.111172
1138.538946,1000,2369.252732
1139.508379,1000,2376.573843
1072.348694,1000,2378.725627
1179.038048,1000,2385.821921
1162.761619,1000,2387.977576
1065.841079,1000,2395.161288
1113.761676,1000,2397.32818
1121.17539,1000,2404.234637
1179.521289,1000,2406.409161
1079.32416,1000,2413.725774
1073.148695,1000,2415.890913
1187.077657,1000,2422.668999
1144.269522,1000,2424.815928
1123.952296,1000,2432.091983
1169.786363,1000,2434.248128
1138.336695,1000,2441.049726
1123.839636,1000,2443.213969
1170.170883,1000,2450.533588
1081.689197,1000,2452.697045
1148.247552,1000,2459.647077
1108.582596,1000,2461.812329
1121.341307,1000,2469.116987
1113.352464,1000,2471.267333
1188.401381,1000,2478.504717
1142.971482,1000,2480.665524
1147.676226,1000,2487.968142
1144.085292,1000,2490.110088
1175.272041,1000,2492.255548
1113.911052,1000,2499.844326
1175.470865,1000,2501.993641
1144.360681,1000,2509.328939
1099.486329,1000,2511.493027
1184.196683,1000,2518.975592
1085.475654,1000,2521.129784
1195.314793,1000,2528.228444
1141.884859,1000,2530.38676
1101.401678,1000,2537.593635
1202.339308,1000,2539.748263
1139.169887,1000,2546.834549
1088.814639,1000,2548.983776
1094.015132,1000,2556.184749
1151.6316,1000,2558.345984
1117.585063,1000,2565.293399
1179.791075,1000,2567.455024
1130.832552,1000,2574.597291
1175.194885,1000,2576.735763
1199.91303,1000,2583.774592
1188.312086,1000,2585.948625
1191.392058,1000,2593.154904
1137.005228,1000,2595.304268
1113.760924,1000,2602.484628
1137.59484,1000,2604.643569
1115.928537,1000,2611.681544
1167.394743,1000,2613.822151
1169.081472,1000,2621.194932
1110.698071,1000,2623.335292
1081.153952,1000,2630.177547
1038.770061,1000,2632.331876
1221.516037,1000,2639.489604
1189.545989,1000,2641.642464
1140.682945,1000,2648.263761
1094.573431,1000,2650.412104
1189.411475,1000,2657.607474
1141.482437,1000,2659.755303
1097.013652,1000,2666.402102
1160.316507,1000,2668.552005
1180.879579,1000,2675.78741
984.113225,1000,2677.955238
1190.082984,1000,2684.703081
1150.897808,1000,2686.88167
1227.693317,1000,2689.035937
1141.018184,1000,2696.335589
1187.281358,1000,2698.501544
1227.583192,1000,2706.186686
1163.209432,1000,2708.339015
1180.296503,1000,2715.540213
1152.618035,1000,2717.688862
1202.698721,1000,2724.73386
1182.599779,1000,2726.899878
1137.315941,1000,2733.933129
1226.419938,1000,2736.096318
1160.116061,1000,2743.170573
1199.178087,1000,2745.336425
1126.983629,1000,2752.175287
1165.91511,1000,2754.329528
1186.705964,1000,2761.459714
1238.14795,1000,2763.610152
1221.527622,1000,2770.369686
1211.85752,1000,2772.505106
1245.040333,1000,2779.675936
1175.806141,1000,2781.848392
1149.869137,1000,2788.537746
1125.649706,1000,2790.688248
1137.928221,1000,2797.969546
1187.056049,1000,2800.136032
1228.153641,1000,2806.832478
1144.919297,1000,2808.97163
1166.46663,1000,2816.428369
1190.865856,1000,2818.580654
1247.994808,1000,2825.300925
1150.054107,1000,2827.459856
1170.805072,1000,2834.652777
1186.419714,1000,2836.808441
1203.75644,1000,2843.503234
1182.413267,1000,2845.656415
1181.331611,1000,2852.776132
1189.427849,1000,2854.930472
1247.205513,1000,2861.619441
1211.489027,1000,2863.750277
1088.197665,1000,2870.714387
1255.932774,1000,2872.871943
1209.913552,1000,2879.52184
1184.490262,1000,2881.682669
1168.90624,1000,2883.840921
1247.619767,1000,2890.710131
1262.72542,1000,2892.849911
1212.766668,1000,2899.599789
1251.043054,1000,2901.757269
1144.958754,1000,2908.525907
1201.756555,1000,2910.668356
1131.967461,1000,2917.593596
1304.692705,1000,2919.741778
1126.748976,1000,2926.441947
1250.316388,1000,2928.577348
1225.41743,1000,2935.68113
1303.692504,1000,2937.838877
1247.313991,1000,2944.492224
1184.773279,1000,2946.657875
1243.164301,1000,2953.74223
1161.555369,1000,2955.896985
1231.227597,1000,2962.592867
1263.856365,1000,2964.732663
1206.156267,1000,2971.916482
1237.665285,1000,2974.068708
1243.893271,1000,2980.756539
1166.18106,1000,2982.889577
1263.889858,1000,2989.910709
1267.67485,1000,2992.060958
1277.688726,1000,2998.708594
1319.402274,1000,3000.841609
1169.018635,1000,3007.734063
1301.878886,1000,3009.878118
1205.618205,1000,3016.527433
1265.791695,1000,3018.675708
1229.625249,1000,3025.654322
1234.981676,1000,3027.810248
1194.013699,1000,3034.467748
1204.860566,1000,3036.619619
1215.925138,1000,3043.645425
1321.39175,1000,3045.780516
1256.292852,1000,3052.442405
1228.000655,1000,3054.599422
1317.740182,1000,3061.645386
1257.111187,1000,3063.795689
1246.501518,1000,3070.421939
1135.454583,1000,3072.566005
1234.069953,1000,3074.713891
1228.277536,1000,3081.773582
1227.25984,1000,3083.909686
1169.982318,1000,3090.560714
1264.19862,1000,3092.705273
1228.200585,1000,3099.781987
1194.703309,1000,3101.927365
1168.030045,1000,3108.580371
1134.378281,1000,3110.730592
1196.836782,1000,3117.815481
1257.266778,1000,3119.965384
1212.577983,1000,3126.620259
1199.042075,1000,3128.766239
1263.910389,1000,3135.815839
1230.148462,1000,3137.957617
1192.7509,1000,3144.627676
1255.444572,1000,3146.776049
1162.638838,1000,3153.686449
1229.874918,1000,3155.849012
1228.465336,1000,3162.493015
1217.633519,1000,3164.6257
1265.928504,1000,3171.41698
1231.393718,1000,3173.550628
1190.629696,1000,3180.192201
1256.13493,1000,3182.34765
1285.036868,1000,3189.121995
1201.611643,1000,3191.269429
1211.339657,1000,3197.933377
1222.988995,1000,3200.084865
1233.731907,1000,3206.807175
1258.75484,1000,3208.951042
1215.925393,1000,3215.59521
1252.917116,1000,3217.763531
1211.730028,1000,3224.41382
1242.361516,1000,3226.561792
1271.375939,1000,3233.235747
1227.387175,1000,3235.390097
1232.560279,1000,3242.071706
1161.869566,1000,3244.222806
1274.678257,1000,3250.881322
1263.17944,1000,3253.039924
1331.249012,1000,3259.707026
1322.672015,1000,3261.862385
1278.153543,1000,3264.002103
1271.531343,1000,3270.657739
1254.690005,1000,3272.796887
1292.337941,1000,3279.454988
1300.68873,1000,3281.603241
1232.883141,1000,3288.270385
1315.822847,1000,3290.41753
1235.882223,1000,3297.077546
1262.25478,1000,3299.227348
1206.78608,1000,3305.892743
1283.156447,1000,3308.037181
1273.657707,1000,3314.69047
1239.942579,1000,3316.836077
1227.044101,1000,3323.501933
1247.260104,1000,3325.645998
1262.274547,1000,3332.29466
1227.924676,1000,3334.440647
1278.315871,1000,3341.121085
1251.75523,1000,3343.276747
1305.450382,1000,3349.886178
1251.195278,1000,3352.035751
1268.968759,1000,3358.693822
1282.821447,1000,3360.846853
1311.691117,1000,3367.516964
1240.538162,1000,3369.664894
1305.729431,1000,3376.330667
1285.054939,1000,3378.49369
1265.484347,1000,3385.15364
1208.012336,1000,3387.289201
1270.485416,1000,3393.989313
1288.055063,1000,3396.157295
1281.314803,1000,3402.817777
1288.599405,1000,3404.969747
1257.183761,1000,3411.719477
1254.040449,1000,3413.870858
1259.776843,1000,3420.72042
1271.571319,1000,3422.886292
1215.142452,1000,3430.631353
1259.961947,1000,3432.853773
1353.24133,1000,3439.913303
1286.312916,1000,3442.12797
1252.458715,1000,3449.343345
1174.507852,1000,3451.503852
1336.816941,1000,3453.672978
1246.689923,1000,3460.903788
1293.122286,1000,3463.065228
1212.348325,1000,3470.146382
1221.566612,1000,3472.319006
1262.40084,1000,3479.573118
1265.685942,1000,3481.727976
1306.820201,1000,3488.850952
1263.935395,1000,3491.026489
1269.771889,1000,3498.024675
1233.40073,1000,3500.193687
1346.660695,1000,3507.258227
1292.649658,1000,3509.410471
1316.821253,1000,3516.470497
1321.491121,1000,3518.666383
1245.908684,1000,3525.690575
1294.573209,1000,3527.831038
1333.729391,1000,3534.966973
1330.303308,1000,3537.116779
1289.353548,1000,3544.134523
1337.167654,1000,3546.316589
1274.493336,1000,3553.557736
1277.392824,1000,3555.713609
1247.248086,1000,3562.804177
1277.663592,1000,3565.0039
