# {"t_start": 1586826608.8378425, "env_id": "HalfCheetah-v2"} 
r,l,t
751.74295,1000,1174.172493
778.319146,1000,1176.393006
796.555476,1000,1183.800054
792.927225,1000,1186.012949
783.614333,1000,1193.125904
725.359343,1000,1195.340625
773.79697,1000,1202.442203
589.235753,1000,1204.657118
860.939639,1000,1211.670449
778.180278,1000,1213.893934
860.586969,1000,1216.117441
693.700356,1000,1223.370006
803.984108,1000,1225.595089
866.763124,1000,1233.217233
814.413859,1000,1235.436951
774.332785,1000,1242.594851
837.333012,1000,1244.809425
887.437016,1000,1252.062704
828.341513,1000,1254.276315
832.031599,1000,1261.223716
870.53555,1000,1263.435076
798.177529,1000,1270.344865
847.874883,1000,1272.566119
735.013009,1000,1280.141527
788.930294,1000,1282.376935
737.134236,1000,1289.545385
775.11615,1000,1291.784969
879.49427,1000,1299.076898
810.715474,1000,1301.333818
907.719549,1000,1309.084234
821.976693,1000,1311.33549
887.645878,1000,1318.594393
887.113412,1000,1320.808088
394.894305,1000,1328.758086
898.316837,1000,1330.973462
899.126783,1000,1337.859225
624.063477,1000,1340.076837
707.129074,1000,1347.569108
900.324778,1000,1349.787855
592.575274,1000,1356.884245
901.192294,1000,1359.097543
882.486393,1000,1366.226183
901.678993,1000,1368.44153
907.611592,1000,1375.376791
877.068493,1000,1377.607924
880.938446,1000,1385.047964
949.647926,1000,1387.287459
956.91784,1000,1394.336352
879.871183,1000,1396.554375
903.439186,1000,1404.002759
899.284296,1000,1406.22382
851.578448,1000,1413.3341
924.041502,1000,1415.552471
925.375743,1000,1417.780038
949.09699,1000,1424.943734
930.543162,1000,1427.15764
893.814633,1000,1434.368114
1002.158744,1000,1436.585554
978.889289,1000,1443.58299
982.659786,1000,1445.819441
927.320833,1000,1452.716288
957.419525,1000,1454.930393
871.12711,1000,1462.098248
973.783692,1000,1464.317082
852.836709,1000,1471.338327
973.444849,1000,1473.552684
981.274103,1000,1480.652713
902.214795,1000,1482.915973
965.550332,1000,1490.505167
1035.090505,1000,1492.772514
957.267839,1000,1499.802582
928.931112,1000,1502.024531
957.641405,1000,1509.457015
1025.04574,1000,1511.669382
1006.440022,1000,1518.732639
928.881478,1000,1520.973031
1010.527373,1000,1528.570042
1042.108554,1000,1530.781981
899.030869,1000,1537.71874
1018.014432,1000,1539.932286
972.12259,1000,1547.446765
1044.419413,1000,1549.655949
956.873817,1000,1557.172976
840.517204,1000,1559.393462
1029.774264,1000,1566.386983
1007.246147,1000,1568.601439
909.983567,1000,1576.303424
1048.131196,1000,1578.581436
1023.735988,1000,1586.263369
1048.828507,1000,1588.4815
987.716054,1000,1595.680494
1007.944905,1000,1597.905047
1140.155715,1000,1604.827163
851.097211,1000,1607.037682
1036.020809,1000,1614.113208
1143.970238,1000,1616.346985
1006.408845,1000,1618.587864
1069.398567,1000,1625.47157
1049.426366,1000,1627.690837
1012.057462,1000,1634.888885
1049.741004,1000,1637.108047
971.610979,1000,1644.318921
1047.476029,1000,1646.562939
1034.597899,1000,1653.515137
1001.817377,1000,1655.740243
983.205905,1000,1663.2626
947.903619,1000,1665.478201
925.157965,1000,1672.723021
1071.303414,1000,1674.942939
1018.694543,1000,1682.072596
1078.55325,1000,1684.284292
1047.196504,1000,1691.469573
1079.541039,1000,1693.690262
1018.97314,1000,1700.61955
1052.806862,1000,1702.843923
897.509183,1000,1710.054856
1074.30127,1000,1712.269521
1004.572839,1000,1719.461219
1057.579133,1000,1721.671331
1042.217473,1000,1728.678039
1070.736807,1000,1730.989385
1013.718952,1000,1737.895771
1005.658794,1000,1740.109334
1032.174813,1000,1747.351366
1015.426428,1000,1749.600893
1005.88392,1000,1756.992229
974.223038,1000,1759.238477
1130.252009,1000,1766.301695
1123.160144,1000,1768.572587
1023.513692,1000,1775.827066
1080.914562,1000,1778.047478
974.750875,1000,1785.078278
1161.133715,1000,1787.302632
1019.142582,1000,1794.261517
1137.234288,1000,1796.557336
1088.588305,1000,1803.636678
974.952653,1000,1805.862196
1104.15709,1000,1812.849717
1053.817148,1000,1815.095799
1092.898295,1000,1817.352202
1008.299787,1000,1824.999105
1044.407619,1000,1827.226429
1135.224493,1000,1834.920865
1039.137206,1000,1837.145806
1045.691548,1000,1844.378071
1018.327262,1000,1846.600665
1025.735441,1000,1853.985324
1138.309534,1000,1856.200768
1053.666567,1000,1863.188861
1156.452889,1000,1865.4082
1097.878243,1000,1872.41174
1050.193443,1000,1874.627306
1164.171731,1000,1881.68584
1176.773748,1000,1883.913037
1023.709585,1000,1890.826351
1023.177194,1000,1893.042414
1118.073941,1000,1899.994998
1019.560278,1000,1902.214412
1136.092771,1000,1909.800012
1120.121004,1000,1912.021836
1164.379381,1000,1919.264726
1073.350214,1000,1921.48573
1142.690871,1000,1928.398809
1151.963448,1000,1930.629263
1148.689904,1000,1937.558661
1135.802343,1000,1939.773096
1173.321865,1000,1947.116716
1123.178304,1000,1949.327847
1069.9565,1000,1956.584761
1098.577232,1000,1958.805979
1100.789046,1000,1965.924636
1058.236653,1000,1968.178293
1062.066151,1000,1975.239876
1145.833843,1000,1977.471892
1086.93509,1000,1984.59688
980.332194,1000,1986.816875
1139.397187,1000,1993.692338
977.112372,1000,1995.907227
1139.076461,1000,2002.895783
1106.962579,1000,2005.114889
1197.243934,1000,2012.279876
1081.299638,1000,2014.506455
1014.34153,1000,2016.763817
1128.487026,1000,2024.291714
1121.158759,1000,2026.506316
1162.938501,1000,2033.799395
1060.664596,1000,2036.019536
1055.505525,1000,2043.590096
1069.429615,1000,2045.816712
1133.730208,1000,2052.70895
1209.81263,1000,2054.935131
931.936674,1000,2061.873669
1143.303213,1000,2064.083853
1150.257073,1000,2070.992967
1126.556944,1000,2073.210707
1112.305418,1000,2080.197079
1198.581966,1000,2082.40659
1091.125672,1000,2089.817974
1045.599029,1000,2092.062906
1078.195991,1000,2099.039002
1185.279134,1000,2101.25163
1194.92265,1000,2108.199824
1115.69694,1000,2110.422995
1198.497157,1000,2117.57813
1148.718809,1000,2119.788869
1077.376685,1000,2127.282089
1086.55672,1000,2129.503454
1099.310882,1000,2136.718183
1153.056309,1000,2138.934225
811.742128,1000,2146.811584
1084.188959,1000,2149.032274
1185.558535,1000,2156.362192
1136.864523,1000,2158.57506
1099.461012,1000,2165.455049
1055.247698,1000,2167.673082
1145.914303,1000,2174.767033
1107.961943,1000,2177.040337
1061.10667,1000,2184.052445
1079.329093,1000,2186.27208
1143.925713,1000,2194.14035
1083.637364,1000,2196.430757
1163.354756,1000,2203.783412
1083.033976,1000,2206.004718
1141.363163,1000,2212.929937
1096.184631,1000,2215.152098
1129.870149,1000,2217.365098
1133.456231,1000,2224.652356
1187.462666,1000,2226.877254
1168.143073,1000,2233.989112
1160.313228,1000,2236.196821
909.260042,1000,2243.812274
1120.046135,1000,2246.071851
1050.095011,1000,2253.182743
1179.281046,1000,2255.396544
1158.232283,1000,2263.063742
1117.243643,1000,2265.282851
1105.605381,1000,2272.471041
1106.808328,1000,2274.682951
1088.205535,1000,2281.77861
1158.530232,1000,2283.993249
1095.727571,1000,2290.988231
1186.675495,1000,2293.224118
1069.72434,1000,2300.22549
1104.96086,1000,2302.452163
1120.391165,1000,2309.374384
1149.730801,1000,2311.606988
1186.889602,1000,2318.52767
1153.291991,1000,2320.746563
1161.705468,1000,2327.770294
872.57924,1000,2330.007375
1145.758823,1000,2337.154071
1195.899001,1000,2339.368754
1133.434651,1000,2346.450022
1187.763197,1000,2348.66121
1058.666589,1000,2355.708369
1131.122726,1000,2357.928736
1150.80566,1000,2364.849292
1173.864094,1000,2367.063895
1174.24918,1000,2374.100847
1108.139681,1000,2376.331962
1089.117357,1000,2383.453503
1167.603451,1000,2385.66782
1199.570902,1000,2393.35222
1104.224588,1000,2395.566823
1137.183237,1000,2402.773997
1167.253832,1000,2404.990287
1101.239522,1000,2407.212008
1153.068372,1000,2414.302836
1218.418042,1000,2416.538801
1156.79824,1000,2424.258708
1161.806444,1000,2426.47193
1152.939519,1000,2433.465835
1225.94657,1000,2435.735593
1118.732693,1000,2443.186316
1236.209153,1000,2445.39933
944.66103,1000,2453.299526
1159.523059,1000,2455.512569
1160.668926,1000,2462.515137
1165.556455,1000,2464.725633
1096.993885,1000,2471.89557
1030.898283,1000,2474.111799
1160.333316,1000,2481.511353
1209.959475,1000,2483.723874
1162.292439,1000,2490.789112
1264.55176,1000,2493.075413
1156.364098,1000,2500.557738
1198.674326,1000,2502.771705
1167.539276,1000,2509.660898
1189.741437,1000,2511.889872
1144.373786,1000,2518.782544
1171.885177,1000,2520.989822
1222.464604,1000,2528.023785
1185.547546,1000,2530.247037
1230.077145,1000,2537.154379
1178.877384,1000,2539.428415
1255.387471,1000,2546.349244
1295.98103,1000,2548.607171
1213.756636,1000,2555.526032
1186.52302,1000,2557.744905
1270.938778,1000,2564.74919
1217.341131,1000,2567.005759
1126.83814,1000,2574.009969
1189.280263,1000,2576.226376
1208.653716,1000,2583.304006
1187.59737,1000,2585.520698
1201.076918,1000,2592.55415
1169.038131,1000,2594.767409
1213.749429,1000,2602.245813
1177.897476,1000,2604.468469
1097.994902,1000,2606.686578
1187.746149,1000,2613.910107
1231.809773,1000,2616.13993
1187.517405,1000,2623.155151
1233.145273,1000,2625.36859
1261.072933,1000,2632.658089
1168.276442,1000,2634.874024
1208.221394,1000,2641.957844
1221.613805,1000,2644.175826
1219.206093,1000,2651.483902
1313.51946,1000,2653.748385
1202.946817,1000,2661.290918
1239.573143,1000,2663.562301
1181.891062,1000,2670.690435
1138.168157,1000,2672.903381
1226.973048,1000,2680.253129
1218.357245,1000,2682.464198
1274.053102,1000,2689.373604
1190.870144,1000,2691.643301
1222.617126,1000,2698.556814
1254.783506,1000,2700.774785
1328.111111,1000,2707.707788
1144.694967,1000,2709.920082
1284.217204,1000,2717.748808
1293.704851,1000,2719.969979
1237.664616,1000,2727.598869
1268.052217,1000,2729.814838
1234.710684,1000,2737.026351
1247.184834,1000,2739.24031
1277.587667,1000,2746.257766
1277.571302,1000,2748.467873
1240.047092,1000,2755.504496
1241.561075,1000,2757.722524
1197.693683,1000,2764.638732
1227.125973,1000,2766.88874
1294.211258,1000,2774.521692
1215.858491,1000,2776.747949
1222.766465,1000,2784.663432
1339.83346,1000,2786.876387
1220.371965,1000,2794.475754
1256.858842,1000,2796.704599
1252.656192,1000,2803.899504
1016.355909,1000,2806.115851
1289.108691,1000,2808.328157
1272.063406,1000,2815.412528
1249.468178,1000,2817.694974
1171.259388,1000,2825.271986
1254.840167,1000,2827.489338
1323.57235,1000,2834.655164
1247.67167,1000,2836.873682
1295.59541,1000,2844.613751
1104.22614,1000,2846.8395
1275.773899,1000,2854.168031
1259.200985,1000,2856.415422
1214.820551,1000,2863.64061
1278.529292,1000,2865.852386
1299.539044,1000,2873.184015
1329.23929,1000,2875.401681
1397.805659,1000,2883.129433
1334.858127,1000,2885.340382
1215.044179,1000,2892.606345
1341.921396,1000,2894.822104
1258.9475,1000,2902.193202
1320.411801,1000,2904.406461
1322.542048,1000,2912.015166
1299.58626,1000,2914.227219
1282.388544,1000,2921.520053
1300.447355,1000,2923.733929
1281.754312,1000,2931.129763
1296.974958,1000,2933.417179
-213.361688,1000,2940.755614
1296.552025,1000,2942.968819
1230.530445,1000,2950.28411
1214.834835,1000,2952.502353
1344.338014,1000,2959.421464
1262.921097,1000,2961.650032
1249.612907,1000,2969.537529
1276.219581,1000,2971.749632
1292.326767,1000,2978.729882
1350.146069,1000,2980.943729
1288.397466,1000,2987.982794
1279.098886,1000,2990.20241
1345.034005,1000,2997.254189
1356.494043,1000,2999.469112
1278.767227,1000,3006.977862
1338.980944,1000,3009.200789
1315.910157,1000,3011.447008
1292.856861,1000,3018.493042
1361.927195,1000,3020.707129
1332.109439,1000,3027.686173
1304.827236,1000,3029.899277
1331.423984,1000,3037.123371
1293.648078,1000,3039.33194
1337.082905,1000,3046.355324
1302.98566,1000,3048.5777
1356.425159,1000,3056.271393
1266.606756,1000,3058.513577
1359.580724,1000,3065.497745
1367.931726,1000,3067.775463
1315.426897,1000,3075.068508
1276.676815,1000,3077.285209
1297.182939,1000,3084.542782
1306.066547,1000,3086.755844
1051.556554,1000,3094.602095
1303.692218,1000,3096.869553
1277.556649,1000,3103.917831
1348.010602,1000,3106.133752
1377.149662,1000,3113.118551
1308.570064,1000,3115.332356
1324.961071,1000,3122.212289
661.572047,1000,3124.439845
1308.587336,1000,3131.68301
1398.051602,1000,3133.896172
1326.937305,1000,3141.144551
1296.135086,1000,3143.379525
1376.061987,1000,3151.23055
1372.346792,1000,3153.498934
1358.966114,1000,3161.26753
1091.157681,1000,3163.48875
1334.558947,1000,3171.376214
1371.638089,1000,3173.612885
1295.558262,1000,3180.909277
1301.098384,1000,3183.127512
1362.718354,1000,3190.305793
1266.301967,1000,3192.520229
1305.79121,1000,3199.564337
1298.775096,1000,3201.796779
1306.835923,1000,3208.88099
1421.407132,1000,3211.095931
1323.52889,1000,3213.305132
1329.376684,1000,3220.286651
1362.404557,1000,3222.502531
1373.024601,1000,3229.589042
1351.074154,1000,3231.818086
1273.614665,1000,3239.012827
1316.345522,1000,3241.229574
1289.170511,1000,3248.281417
1361.91048,1000,3250.492962
1324.785386,1000,3257.671655
1432.651525,1000,3259.914681
1296.471167,1000,3267.330166
1386.056175,1000,3269.538338
1320.648884,1000,3277.090849
1319.760516,1000,3279.310827
1322.369379,1000,3286.186478
1324.593796,1000,3288.400121
1359.77431,1000,3295.409366
1268.226858,1000,3297.659492
1419.661401,1000,3304.784936
1292.916683,1000,3307.007495
1104.689583,1000,3314.11573
1032.874633,1000,3316.399664
1365.609061,1000,3323.979422
1371.175473,1000,3326.19255
1340.7313,1000,3333.534693
1407.514316,1000,3335.758309
1348.566784,1000,3342.689305
1347.666317,1000,3344.905691
1310.009192,1000,3352.724239
1401.31084,1000,3354.945429
1291.854294,1000,3362.517421
1392.651198,1000,3364.733107
1285.138552,1000,3372.19892
1341.083401,1000,3374.414018
1299.519986,1000,3381.837387
1345.828856,1000,3384.048132
322.152505,1000,3391.228147
1314.968468,1000,3393.449939
1348.554319,1000,3400.428527
1395.099163,1000,3402.658718
1371.778702,1000,3409.991311
1323.268619,1000,3412.277826
1377.762833,1000,3414.494326
1358.803454,1000,3421.619877
1436.945287,1000,3423.828784
1343.210652,1000,3430.918066
1331.184207,1000,3433.128202
1337.789575,1000,3440.199031
1358.055813,1000,3442.468737
1336.201694,1000,3449.903091
835.213231,1000,3452.122186
1382.39736,1000,3459.584996
1291.973204,1000,3461.797546
1355.550434,1000,3469.663249
-120.668983,1000,3471.904563
1380.359034,1000,3478.90025
1366.155402,1000,3481.112716
1413.673226,1000,3488.012895
1422.644168,1000,3490.225262
1288.588657,1000,3497.65592
1392.374336,1000,3499.869998
1399.004435,1000,3506.98383
1361.012997,1000,3509.20282
1422.184926,1000,3516.38131
1390.533871,1000,3518.602714
1359.134081,1000,3525.506423
1305.364487,1000,3527.72483
1341.155943,1000,3534.935538
1359.199598,1000,3537.176588
1247.82963,1000,3544.136522
1254.74726,1000,3546.359222
1388.665723,1000,3553.345278
1434.281161,1000,3555.557405
1314.270889,1000,3562.497343
1374.220874,1000,3564.724238
