eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/policy_loss_o,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
1000.0,-349.212901,76,0.006801998,0.09443359,8.492935,-0.017729346,-0.09906193,0.2858307,-1.2502224445343018,1,2048,26.805293722078204,2048
1000.0,-350.26236700000004,219,0.0145931,0.2119629,8.4579,-0.017614225,-0.016234428,0.062490173,-0.6922111511230469,2,4096,36.151302059181035,4096
1000.0,-347.58647283333335,219,0.013019666,0.18984374,8.420736,-0.013543466,0.012526642,0.041029733,-0.26498091220855713,3,6144,45.46368534723297,6144
1000.0,-347.159342625,221,0.014417298,0.20380859,8.485892,-0.010563102,0.13804162,0.05118959,0.11291831731796265,4,8192,54.7214828459546,8192
1000.0,-353.4347912,215,0.016008811,0.22587891,8.392153,-0.017155517,-0.03148199,0.034306277,0.34211379289627075,5,10240,64.23141229897738,10240
1000.0,-341.28299791666666,220,0.016064875,0.21865234,8.388741,-0.014598163,0.01713122,0.038874354,0.13393157720565796,6,12288,73.5141945159994,12288
1000.0,-330.79506335714285,217,0.016775507,0.23422852,8.449104,-0.016437773,0.02397851,0.05774548,0.43512052297592163,7,14336,82.92590051796287,14336
1000.0,-331.42174756249995,204,0.019777153,0.27172852,8.405627,-0.019610528,0.032092288,0.040099956,0.27789777517318726,8,16384,92.94815671397373,16384
1000.0,-323.6231074444444,214,0.024812695,0.29794922,8.358022,-0.014992723,0.017178984,0.039339308,0.506085604429245,9,18432,102.51341201225296,18432
1000.0,-326.8358539999999,220,0.019181708,0.27319336,8.362385,-0.01888659,-0.016992478,0.038521335,0.23599261045455933,10,20480,111.79696348402649,20480
1000.0,-327.2102068636363,214,0.019400526,0.25253907,8.333767,-0.018720066,0.042525627,0.06138273,0.29651254415512085,11,22528,121.32643140526488,22528
1000.0,-329.51156725,205,0.020399313,0.27402344,8.30659,-0.013253825,-0.005497072,0.03944775,0.32457393407821655,12,24576,131.27039562305436,24576
1000.0,-329.6125191153846,220,0.018744936,0.26586914,8.302465,-0.020377938,0.009547574,0.04161925,0.22607409954071045,13,26624,140.57354723615572,26624
1000.0,-325.29250678571424,218,0.019584497,0.2590332,8.268965,-0.019350443,-0.016960442,0.031960446,0.3493548035621643,14,28672,149.93541967403144,28672
1000.0,-320.9850046333333,216,0.018727265,0.24829102,8.288572,-0.022347484,0.010307995,0.04467478,0.4100470542907715,15,30720,159.38508595805615,30720
1000.0,-318.68990715625,215,0.015904391,0.23442383,8.254158,-0.021238122,-0.0102184545,0.031435214,0.11098217964172363,16,32768,168.90399144403636,32768
1000.0,-319.5351257941177,218,0.01712327,0.23999023,8.24759,-0.019609788,-0.023098502,0.07468081,0.28632915019989014,17,34816,178.2603537621908,34816
1000.0,-318.3741655,218,0.016195647,0.2284668,8.201691,-0.014498015,0.025755841,0.030645415,0.09647917747497559,18,36864,187.6418913351372,36864
1000.0,-315.9331090263158,218,0.017421048,0.23842773,8.169413,-0.020526014,0.0005075912,0.03171467,0.2471492886543274,19,38912,197.03303145896643,38912
1000.0,-312.136695225,203,0.020394998,0.27250975,8.140682,-0.020723803,0.017407205,0.0484991,0.26877444982528687,20,40960,207.10405474016443,40960
1000.0,-309.6032379302326,213,0.018000789,0.24589844,8.128927,-0.01343926,0.002274228,0.033129744,0.3339473605155945,21,43008,216.69189056614414,43008
1000.0,-307.7189178,219,0.019983416,0.26176757,8.14868,-0.020851515,0.003774333,0.037129886,0.43455398082733154,22,45056,226.02976744016632,45056
1000.0,-306.3618766595744,216,0.020093458,0.28237304,8.169268,-0.01639354,-0.013835621,0.026361153,0.11058461666107178,23,47104,235.49264845717698,47104
1000.0,-303.54304046938773,204,0.017480073,0.24477538,8.130253,-0.021541856,-0.012265594,0.025864143,0.390524685382843,24,49152,245.52885222714394,49152
1000.0,-300.9642651764706,220,0.015476733,0.22260742,8.117536,-0.014156431,0.022510802,0.047037695,0.47795045375823975,25,51200,254.83577532321215,51200
1000.0,-298.92660205660377,220,0.01804689,0.24545899,8.062799,-0.022035249,-0.0077808164,0.029916793,0.5557615160942078,26,53248,264.112624255009,53248
1000.0,-296.28630107272727,213,0.021961544,0.2909668,8.031322,-0.021372514,0.004096243,0.030251568,0.5322692096233368,27,55296,273.72127284808084,55296
1000.0,-292.3227196666667,221,0.01971566,0.25942382,8.030917,-0.020903219,0.00060909655,0.033283696,0.4678996205329895,28,57344,282.98277153028175,57344
1000.0,-290.53814015254244,217,0.01757443,0.24018554,8.0028105,-0.021568319,-0.0009968316,0.03667996,0.5273314714431763,29,59392,292.38699136907235,59392
1000.0,-289.41354570491814,220,0.01991575,0.25229493,7.98939,-0.016180404,-0.005627149,0.027873378,0.5444067418575287,30,61440,301.67339626699686,61440
1000.0,-287.65342769841277,219,0.022187006,0.30439454,8.077487,-0.025453523,-0.001685701,0.04574453,0.6575258672237396,31,63488,311.00457395100966,63488
1000.0,-286.6094053692308,212,0.020440582,0.25776368,7.9833307,-0.018391564,-0.030030206,0.04102659,0.4182940125465393,32,65536,320.6575107621029,65536
1000.0,-285.0498521343284,218,0.017368395,0.23706055,7.9793787,-0.01731159,-0.01564205,0.033710875,0.18081456422805786,33,67584,330.0303777339868,67584
1000.0,-286.02211742028993,219,0.020017771,0.2334961,7.9683027,-0.016413832,0.015186565,0.045093186,0.08141648769378662,34,69632,339.3646968030371,69632
1000.0,-283.30209687323946,213,0.019279424,0.27851564,7.988279,-0.020927604,0.013456024,0.029349482,0.2968246340751648,35,71680,348.97199644101784,71680
1000.0,-281.0581467260274,207,0.018343266,0.2616211,7.952836,-0.023713129,-0.0023887022,0.027051304,0.45110130310058594,36,73728,358.8481371542439,73728
1000.0,-278.15246088000004,221,0.0194988,0.2680176,7.908292,-0.026108,-0.0040116487,0.025534168,0.48797112703323364,37,75776,368.11164102703333,75776
1000.0,-275.62547449350654,201,0.018438509,0.25234374,7.878794,-0.021481488,-0.00087044935,0.023717258,0.4560375213623047,38,77824,378.284981388133,77824
1000.0,-273.3166081898735,212,0.020861313,0.28261718,7.910807,-0.018528927,-0.00877683,0.02728348,0.34994280338287354,39,79872,387.9413870112039,79872
1000.0,-271.3739876296296,217,0.01864772,0.2572754,7.8400664,-0.013762752,-0.012475296,0.028992381,0.26943153142929077,40,81920,397.37690404616296,81920
1000.0,-269.53516212048186,217,0.01860264,0.2632324,7.8291426,-0.022718806,0.01010078,0.022862833,0.23172491788864136,41,83968,406.7757117841393,83968
1000.0,-265.6121578023255,207,0.016288975,0.23242188,7.7556334,-0.021671334,-0.0058743027,0.027347356,0.1843578815460205,42,86016,416.64921282604337,86016
1000.0,-263.258743625,213,0.018171452,0.2484375,7.71933,-0.01642337,0.0012305073,0.031597186,0.29544520378112793,43,88064,426.24351351195946,88064
1000.0,-262.1237417111111,219,0.01750511,0.2364746,7.7086687,-0.011268048,-0.019206462,0.05717357,0.32653409242630005,44,90112,435.55696005607024,90112
1000.0,-259.8099770434782,214,0.01800355,0.25595704,7.702462,-0.027575636,0.008170724,0.02716505,0.31654173135757446,45,92160,445.08879246609285,92160
1000.0,-257.1601002446808,212,0.019876566,0.27114257,7.7118745,-0.023075407,-0.014900923,0.026259368,0.2717258930206299,46,94208,454.72951183933765,94208
1000.0,-254.93372205208334,217,0.017764322,0.25141603,7.668546,-0.023538452,0.006656789,0.029535223,0.10666167736053467,47,96256,464.1580362971872,96256
1000.0,-252.23949885714285,215,0.018042471,0.23496094,7.6323023,-0.016628502,0.01943607,0.02798889,0.3149227499961853,48,98304,473.6504394263029,98304
1000.0,-250.06857114,213,0.020607073,0.2680176,7.6052947,-0.02232921,-0.01682297,0.025513044,0.2640429139137268,49,100352,483.2552806381136,100352
1000.0,-245.82674104999998,204,0.019846654,0.2602051,7.552034,-0.024680894,0.0064428793,0.021349303,0.24743783473968506,50,102400,493.2558047962375,102400
1000.0,-240.33019892000002,217,0.021354707,0.26259765,7.5252542,-0.0207167,-0.005602126,0.026511068,0.20887619256973267,51,104448,502.6946154171601,104448
1000.0,-235.53997780999998,213,0.021370985,0.28046876,7.5289755,-0.024248924,0.0047697485,0.024034047,0.2927855849266052,52,106496,512.2688488699496,106496
1000.0,-231.19362034000002,219,0.019595925,0.2625,7.5369024,-0.023594184,-0.012279766,0.02042726,0.2554488182067871,53,108544,521.6210699491203,108544
1000.0,-225.46256896000003,219,0.023009103,0.30947265,7.5542555,-0.028388193,-0.010887606,0.021272823,0.22732198238372803,54,110592,530.9688124293461,110592
1000.0,-222.42840129000004,216,0.018442191,0.25722656,7.5063324,-0.028130278,-0.018211985,0.037719,0.12736260890960693,55,112640,540.4356033811346,112640
1000.0,-218.06353388,219,0.018234884,0.23530273,7.4685707,-0.023040336,0.017282855,0.02577342,0.28591465950012207,56,114688,549.7807806390338,114688
1000.0,-212.92149167,210,0.015890617,0.2203125,7.4579897,-0.018258182,-0.018730542,0.029586699,0.2720484733581543,57,116736,559.527895051986,116736
